ip_address,city_network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,postal_code,latitude,longitude,accuracy_radius,continent_code,country_iso_code,subdivision_1_iso_code,subdivision_2_iso_code,metro_code,time_zone,is_in_european_union,asn_network,autonomous_system_number,is_tor_node
A:171.25.193.25,B:171.25.193.0/24,C:2661886,D:2661886,E:,F:0,G:,H:59.3247,I:18.0560,J:500,K:EU,L:SE,M:,N:,O:,P:Europe/Stockholm,Q:1,R:171.25.193.0/24,S:198093,T:1
A:80.67.167.81,B:80.67.167.0/24,C:2988507,D:3017382,E:,F:0,G:75001,H:48.8558,I:2.3494,J:20,K:EU,L:FR,M:IDF,N:75,O:,P:Europe/Paris,Q:1,R:80.67.167.0/24,S:2027,T:1
A:198.98.51.189,B:198.98.48.0/20,C:5139568,D:6252001,E:,F:0,G:10311,H:40.6063,I:-74.1774,J:20,K:NA,L:US,M:NY,N:,O:501,P:America/New_York,Q:0,R:198.98.48.0/20,S:53667,T:1
A:89.58.26.216,B:89.58.24.0/21,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:89.58.0.0/18,S:197540,T:1
A:109.70.100.4,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:5.45.102.93,B:5.45.96.0/20,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:5.45.96.0/20,S:197540,T:1
A:192.42.116.196,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.141.215.62,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:94.102.51.15,B:94.102.50.0/23,C:2759794,D:2750405,E:,F:0,G:1012,H:52.3716,I:4.8883,J:20,K:EU,L:NL,M:NH,N:,O:,P:Europe/Amsterdam,Q:1,R:94.102.48.0/20,S:202425,T:1
A:192.42.116.213,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.141.215.80,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:193.26.115.61,B:193.26.115.0/24,C:4164138,D:2750405,E:,F:0,G:33197,H:25.7701,I:-80.1928,J:20,K:NA,L:US,M:FL,N:,O:528,P:America/New_York,Q:0,R:193.26.115.0/24,S:23470,T:1
A:192.42.116.175,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:149.56.44.47,B:149.56.32.0/19,C:6077243,D:6251999,E:,F:0,G:H3H,H:45.4995,I:-73.5848,J:1000,K:NA,L:CA,M:QC,N:,O:,P:America/Toronto,Q:0,R:149.56.0.0/17,S:16276,T:1
A:87.118.116.103,B:87.118.112.0/20,C:2921044,D:2921044,E:,F:0,G:,H:51.2993,I:9.4910,J:200,K:EU,L:DE,M:,N:,O:,P:Europe/Berlin,Q:1,R:87.118.64.0/18,S:31103,T:1
A:192.42.116.208,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:89.58.41.156,B:89.58.40.0/22,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:89.58.0.0/18,S:197540,T:1
A:2.58.56.43,B:2.58.56.0/24,C:2749063,D:2921044,E:,F:0,G:1438,H:52.2862,I:4.7845,J:20,K:EU,L:NL,M:NH,N:,O:,P:Europe/Amsterdam,Q:1,R:2.58.56.0/24,S:210558,T:1
A:109.70.100.1,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:185.244.192.175,B:185.244.192.0/22,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:185.244.192.0/22,S:197540,T:1
A:192.42.116.184,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:179.43.182.232,B:179.43.128.0/18,C:2658927,D:3703430,E:,F:0,G:8153,H:47.4505,I:8.5255,J:20,K:EU,L:CH,M:ZH,N:,O:,P:Europe/Zurich,Q:0,R:179.43.128.0/18,S:51852,T:1
A:109.70.100.2,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:104.244.75.74,B:104.244.75.64/26,C:2960316,D:6252001,E:,F:0,G:L-1341,H:49.6113,I:6.1294,J:20,K:EU,L:LU,M:LU,N:,O:,P:Europe/Luxembourg,Q:1,R:104.244.72.0/21,S:53667,T:1
A:37.187.5.192,B:37.187.0.0/17,C:3017382,D:3017382,E:,F:0,G:,H:48.8582,I:2.3387,J:500,K:EU,L:FR,M:,N:,O:,P:Europe/Paris,Q:1,R:37.187.0.0/16,S:16276,T:1
A:45.141.215.169,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:109.70.100.66,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:179.43.159.199,B:179.43.128.0/18,C:2658927,D:3703430,E:,F:0,G:8153,H:47.4505,I:8.5255,J:20,K:EU,L:CH,M:ZH,N:,O:,P:Europe/Zurich,Q:0,R:179.43.128.0/18,S:51852,T:1
A:192.42.116.201,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:195.176.3.23,B:195.176.0.0/20,C:2659994,D:2658434,E:,F:0,G:1007,H:46.4880,I:6.6070,J:10,K:EU,L:CH,M:VD,N:,O:,P:Europe/Zurich,Q:0,R:195.176.0.0/17,S:559,T:1
A:45.138.16.42,B:45.138.16.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.138.16.0/24,S:210558,T:1
A:216.73.159.75,B:216.73.159.0/24,C:3868707,D:6252001,E:,F:0,G:0590000,H:-39.8119,I:-73.2493,J:20,K:SA,L:CL,M:LR,N:,O:,P:America/Santiago,Q:0,R:216.73.159.0/24,S:61138,T:1
A:185.165.169.239,B:185.165.169.0/24,C:683506,D:2629691,E:,F:0,G:052834,H:44.4291,I:26.1006,J:20,K:EU,L:RO,M:B,N:,O:,P:Europe/Bucharest,Q:1,R:185.165.168.0/22,S:200651,T:1
A:109.70.100.6,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:45.80.158.27,B:45.80.158.0/27,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:45.80.158.0/24,S:210558,T:1
A:45.138.16.240,B:45.138.16.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.138.16.0/24,S:210558,T:1
A:192.42.116.173,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:192.42.116.200,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.141.215.63,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:192.42.116.211,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:109.70.100.69,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:185.35.202.222,B:185.35.202.0/23,C:3143244,D:3144096,E:,F:0,G:1251,H:59.9133,I:10.7389,J:50,K:EU,L:NO,M:03,N:,O:,P:Europe/Oslo,Q:0,R:185.35.200.0/22,S:50304,T:1
A:109.70.100.65,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:192.42.116.181,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:194.26.192.77,B:194.26.192.0/24,C:2749063,D:2921044,E:,F:0,G:1438,H:52.2862,I:4.7845,J:20,K:EU,L:NL,M:NH,N:,O:,P:Europe/Amsterdam,Q:1,R:194.26.192.0/24,S:210558,T:1
A:124.198.132.172,B:124.198.132.0/24,C:5128581,D:2750405,E:,F:0,G:10118,H:40.7126,I:-74.0066,J:20,K:NA,L:US,M:NY,N:,O:501,P:America/New_York,Q:0,R:124.198.132.0/24,S:210558,T:1
A:109.70.100.67,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:128.31.0.13,B:128.31.0.13/32,C:4931972,D:6252001,E:,F:0,G:02139,H:42.3649,I:-71.0987,J:20,K:NA,L:US,M:MA,N:,O:506,P:America/New_York,Q:0,R:128.30.0.0/15,S:3,T:1
A:192.42.116.174,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:185.241.208.115,B:185.241.208.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:185.241.208.0/24,S:210558,T:1
A:192.42.116.202,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.141.215.97,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:78.142.18.219,B:78.142.18.0/24,C:2750405,D:732800,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:78.142.18.0/24,S:213438,T:1
A:192.42.116.192,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:190.120.229.98,B:190.120.229.0/24,C:3928245,D:3686110,E:,F:0,G:,H:-12.1387,I:-77.0090,J:20,K:SA,L:PE,M:LIM,N:,O:,P:America/Lima,Q:0,R:190.120.229.0/24,S:263812,T:1
A:192.42.116.177,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.138.16.113,B:45.138.16.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.138.16.0/24,S:210558,T:1
A:192.42.116.212,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.138.16.222,B:45.138.16.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.138.16.0/24,S:210558,T:1
A:87.118.122.51,B:87.118.112.0/20,C:2921044,D:2921044,E:,F:0,G:,H:51.2993,I:9.4910,J:200,K:EU,L:DE,M:,N:,O:,P:Europe/Berlin,Q:1,R:87.118.64.0/18,S:31103,T:1
A:5.255.103.235,B:5.255.103.192/26,C:2756559,D:2750405,E:,F:0,G:8253,H:52.5378,I:5.6966,J:20,K:EU,L:NL,M:FL,N:,O:,P:Europe/Amsterdam,Q:1,R:5.255.96.0/19,S:60404,T:1
A:192.42.116.179,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:185.195.71.244,B:185.195.71.224/27,C:2658434,D:2658434,E:,F:0,G:,H:47.1449,I:8.1551,J:100,K:EU,L:CH,M:,N:,O:,P:Europe/Zurich,Q:0,R:185.195.71.0/24,S:56803,T:1
A:193.105.134.155,B:193.105.134.128/25,C:2673730,D:2635167,E:,F:0,G:100 04,H:59.3326,I:18.0651,J:20,K:EU,L:SE,M:AB,N:,O:,P:Europe/Stockholm,Q:1,R:193.105.134.0/24,S:42237,T:1
A:51.15.59.15,B:51.15.0.0/17,C:2755003,D:3017382,E:,F:0,G:2011,H:52.3803,I:4.6422,J:20,K:EU,L:NL,M:NH,N:,O:,P:Europe/Amsterdam,Q:1,R:51.15.0.0/16,S:12876,T:1
A:192.42.116.191,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:171.25.193.79,B:171.25.193.0/24,C:2661886,D:2661886,E:,F:0,G:,H:59.3247,I:18.0560,J:500,K:EU,L:SE,M:,N:,O:,P:Europe/Stockholm,Q:1,R:171.25.193.0/24,S:198093,T:1
A:45.88.186.92,B:45.88.186.0/24,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:45.88.186.0/24,S:23470,T:1
A:95.143.193.125,B:95.143.192.0/20,C:2661886,D:2661886,E:,F:0,G:,H:59.3247,I:18.0560,J:1000,K:EU,L:SE,M:,N:,O:,P:Europe/Stockholm,Q:1,R:95.143.192.0/20,S:49770,T:1
A:195.176.3.24,B:195.176.0.0/20,C:2659994,D:2658434,E:,F:0,G:1007,H:46.4880,I:6.6070,J:10,K:EU,L:CH,M:VD,N:,O:,P:Europe/Zurich,Q:0,R:195.176.0.0/17,S:559,T:1
A:192.42.116.182,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:109.70.100.70,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:194.15.112.133,B:194.15.112.0/24,C:2635167,D:2635167,E:,F:0,G:,H:51.4964,I:-0.1224,J:200,K:EU,L:GB,M:,N:,O:,P:Europe/London,Q:0,R:194.15.112.0/23,S:213354,T:1
A:192.42.116.180,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:192.42.116.199,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.141.215.114,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:192.42.116.210,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:192.42.116.218,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:91.208.75.4,B:91.208.75.0/24,C:798549,D:798549,E:,F:0,G:,H:45.9968,I:24.9970,J:200,K:EU,L:RO,M:,N:,O:,P:Europe/Bucharest,Q:1,R:91.208.75.0/24,S:6718,T:1
A:192.42.116.178,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:162.251.5.152,B:162.251.5.0/24,C:5746545,D:6252001,E:,F:0,G:97252,H:45.5248,I:-122.6789,J:20,K:NA,L:US,M:OR,N:,O:820,P:America/Los_Angeles,Q:0,R:162.251.0.0/21,S:46841,T:1
A:45.138.16.76,B:45.138.16.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.138.16.0/24,S:210558,T:1
A:45.134.225.36,B:45.134.225.0/24,C:2921044,D:2921044,E:,F:0,G:,H:51.2993,I:9.4910,J:200,K:EU,L:DE,M:,N:,O:,P:Europe/Berlin,Q:1,R:45.134.225.0/24,S:213438,T:1
A:109.70.100.5,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:185.40.4.29,B:185.40.4.0/24,C:3143244,D:3577718,E:,F:0,G:0031,H:59.9133,I:10.7389,J:20,K:EU,L:NO,M:03,N:,O:,P:Europe/Oslo,Q:0,R:185.40.4.0/24,S:200195,T:1
A:192.42.116.176,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:109.70.100.71,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:66.146.193.33,B:66.146.192.0/20,C:6252001,D:6252001,E:,F:0,G:,H:37.7510,I:-97.8220,J:1000,K:NA,L:US,M:,N:,O:,P:America/Chicago,Q:0,R:66.146.192.0/20,S:26068,T:1
A:45.138.16.69,B:45.138.16.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.138.16.0/24,S:210558,T:1
A:45.141.215.95,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:192.42.116.219,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:139.99.172.11,B:139.99.168.0/21,C:2147714,D:6251999,E:,F:0,G:2000,H:-33.8672,I:151.1997,J:20,K:OC,L:AU,M:NSW,N:,O:,P:Australia/Sydney,Q:0,R:139.99.0.0/16,S:16276,T:1
A:80.241.60.207,B:80.241.56.0/21,C:2950159,D:2921044,E:,F:0,G:10119,H:52.5321,I:13.4012,J:20,K:EU,L:DE,M:BE,N:,O:,P:Europe/Berlin,Q:1,R:80.241.56.0/21,S:199118,T:1
A:192.42.116.194,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:109.70.100.3,B:109.70.96.0/21,C:2761369,D:2782113,E:,F:0,G:1020,H:48.2170,I:16.3944,J:5,K:EU,L:AT,M:9,N:,O:,P:Europe/Vienna,Q:1,R:109.70.100.0/24,S:208323,T:1
A:179.43.159.200,B:179.43.128.0/18,C:2658927,D:3703430,E:,F:0,G:8153,H:47.4505,I:8.5255,J:20,K:EU,L:CH,M:ZH,N:,O:,P:Europe/Zurich,Q:0,R:179.43.128.0/18,S:51852,T:1
A:192.42.116.217,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:163.172.45.102,B:163.172.0.0/18,C:2988507,D:2635167,E:,F:0,G:75001,H:48.8558,I:2.3494,J:500,K:EU,L:FR,M:IDF,N:75,O:,P:Europe/Paris,Q:1,R:163.172.0.0/16,S:12876,T:1
A:192.42.116.195,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:45.141.215.110,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:45.95.169.110,B:45.95.169.0/24,C:3190813,D:3202326,E:,F:0,G:44000,H:45.4675,I:16.3868,J:20,K:EU,L:HR,M:03,N:,O:,P:Europe/Zagreb,Q:1,R:45.95.168.0/22,S:211619,T:1
A:190.211.254.97,B:190.211.254.0/24,C:2643743,D:3703430,E:,F:0,G:EC1N,H:51.5081,I:-0.1278,J:20,K:EU,L:GB,M:ENG,N:,O:,P:Europe/London,Q:0,R:190.211.252.0/22,S:51852,T:1
A:45.141.215.61,B:45.141.215.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:45.141.215.0/24,S:210558,T:1
A:192.42.116.203,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:91.132.144.59,B:91.132.144.0/22,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:91.132.144.0/22,S:197540,T:1
A:185.183.157.214,B:185.183.156.0/22,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:185.183.156.0/22,S:197540,T:1
A:192.42.116.186,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:192.42.116.197,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
A:212.73.134.204,B:212.73.134.0/24,C:732800,D:732800,E:,F:0,G:,H:42.6960,I:23.3320,J:200,K:EU,L:BG,M:,N:,O:,P:Europe/Sofia,Q:1,R:212.73.134.0/24,S:34224,T:1
A:188.68.49.235,B:188.68.32.0/19,C:2861650,D:2921044,E:,F:0,G:90431,H:49.4423,I:11.0191,J:20,K:EU,L:DE,M:BY,N:,O:,P:Europe/Berlin,Q:1,R:188.68.32.0/19,S:197540,T:1
A:199.195.253.180,B:199.195.248.0/21,C:5139568,D:6252001,E:,F:0,G:10311,H:40.6063,I:-74.1774,J:20,K:NA,L:US,M:NY,N:,O:501,P:America/New_York,Q:0,R:199.195.248.0/21,S:53667,T:1
A:171.25.193.234,B:171.25.193.0/24,C:2661886,D:2661886,E:,F:0,G:,H:59.3247,I:18.0560,J:500,K:EU,L:SE,M:,N:,O:,P:Europe/Stockholm,Q:1,R:171.25.193.0/24,S:198093,T:1
A:185.241.208.71,B:185.241.208.0/24,C:756135,D:2750405,E:,F:0,G:00-510,H:52.2299,I:21.0093,J:20,K:EU,L:PL,M:14,N:,O:,P:Europe/Warsaw,Q:1,R:185.241.208.0/24,S:210558,T:1
A:192.42.116.216,B:192.42.116.0/22,C:2750405,D:2750405,E:,F:0,G:,H:52.3824,I:4.8995,J:100,K:EU,L:NL,M:,N:,O:,P:Europe/Amsterdam,Q:1,R:192.42.116.0/24,S:215125,T:1
